Name,Sex,Age,10th,12th,Stream,IQ,General Test Score,Skill1,Skill2,Skill3,Skill4,Competetive Exam,Suggested Career
PIYUSH KUMAR,Male,18,93,94,Maths,125,66.2,Menu Planning,Public Speaking,Food Presentation,Mathematics,No,No suitable match
VIKAS CHANSOLIYA,Male,20,86,87,Maths,99,97.1,Endurance,Art,Classroom Management,Coding,Yes,Software Developer
YUMKHAIBAM ARCHANA DEVI,Male,17,85,98,Arts,115,50.8,Data Analysis,Discipline,Baking,Medical Knowledge,No,Scientist/Researcher
SHRESTH GAUTAM,Female,18,92,94,Maths,117,59.3,Leadership,Critical Thinking,Coding,Medical Knowledge,No,No suitable match
RITISH SHARMA,Male,19,84,82,Biology,116,70.5,Data Analysis,Photography,Problem Solving,Data Analysis,No,Scientist/Researcher
MANJEET,Female,20,70,83,Maths,110,57.8,Art,Drawing,Logical Thinking,Determination,No,No suitable match
SHRAVAN KHUNTI SHAMLABHAI,Female,17,72,96,Biology,86,68.0,Sports Skills,Photography,Art,Drawing,No,Scientist/Researcher
RENU,Male,19,73,97,Commerce,102,53.8,Subject Knowledge,Coding,Baking,Discipline,No,Software Developer
RADHA JANGID,Male,18,73,95,Maths,97,87.2,Attention to Detail,Classroom Management,Mathematics,Photography,Yes,Software Developer
ASHUTOSH RANJAN,Male,18,93,80,Maths,127,58.2,Creativity,Sports Skills,Data Analysis,Sculpting,No,Scientist/Researcher
THAKUR NIMESH SURESH,Female,18,91,93,Maths,91,75.7,Determination,Team Management,Physical Fitness,Baking,No,No suitable match
ADITYA LINGWAL,Male,20,94,93,Biology,96,77.1,Baking,Food Presentation,Menu Planning,Empathy,Yes,No suitable match
KESHAV,Male,17,87,80,Maths,107,83.4,Empathy,Patient Care,Empathy,Creativity,Yes,No suitable match
SNEHA,Female,19,80,86,Maths,126,85.1,Analytical Skills,Endurance,Medical Knowledge,Baking,Yes,Scientist/Researcher
NITYAM SHARMA,Male,17,97,91,Maths,83,88.3,Subject Knowledge,Critical Thinking,Teaching,Drawing,Yes,Teacher/Educator
AYUSH GUPTA,Male,20,92,99,Arts,139,91.2,Cooking,Patient Care,Teaching,Physical Fitness,Yes,Teacher/Educator
TUSHAR KALIA,Male,17,94,85,Maths,89,80.5,Leadership,Programming,Programming,Attention to Detail,Yes,Software Developer
AADITYA MITTAL,Male,20,90,77,Commerce,136,68.5,Curriculum Development,Drawing,Discipline,Programming,No,Software Developer
ABHINAV SAHU,Female,18,76,81,Biology,110,91.4,Sports Skills,Empathy,Creativity,Problem Solving,Yes,Doctor
ARYAN CHAWLA,Male,19,93,80,Commerce,100,67.9,Sports Skills,Discipline,Mathematics,Attention to Detail,No,Doctor
SONAM DOLKER,Male,18,91,83,Arts,110,96.3,Empathy,Discipline,Painting,Menu Planning,Yes,Artist
SHRUTI DHINGRA,Male,17,99,92,Maths,103,77.5,Photography,Discipline,Subject Knowledge,Painting,Yes,No suitable match
PIYUSH ROY,Male,18,99,93,Maths,130,86.2,Curriculum Development,Classroom Management,Leadership,Cooking,Yes,Teacher/Educator
RITISH,Female,19,98,87,Arts,134,88.6,Patient Care,Painting,Food Presentation,Music,Yes,Artist
Aniket Sharma,Female,18,90,92,Commerce,97,84.3,Creativity,Painting,Drawing,Photography,Yes,Athlete
BHOOMI TAKKAR,Male,19,93,90,Arts,91,56.5,Attention to Detail,Baking,Logical Thinking,Problem Solving,No,No suitable match
ISHITA OBEROI,Male,19,92,86,Maths,104,83.2,Sports Skills,Curriculum Development,Discipline,Menu Planning,Yes,Doctor
DEV KUMAR KACCHAWAHA,Male,18,92,99,Commerce,136,92.0,Programming,Discipline,Patient Care,Sports Skills,Yes,No suitable match
PRIKSHIT BHARDWAJ,Female,20,81,88,Arts,104,89.4,Mathematics,Empathy,Logical Thinking,Problem Solving,Yes,No suitable match
PARMAR AKSHAT BHANUPRASAD,Male,17,87,94,Arts,119,96.3,Programming,Medical Knowledge,Programming,Leadership,Yes,Teacher/Educator
RANDEEP SODHI,Female,20,82,75,Biology,80,84.2,Endurance,Food Presentation,Creativity,Patient Care,Yes,No suitable match
AVINASH MEENA,Female,20,75,78,Biology,134,97.8,Menu Planning,Art,Curriculum Development,Photography,Yes,No suitable match
SWATI,Male,18,93,76,Maths,99,71.9,Art,Endurance,Logical Thinking,Teaching,No,Software Developer
RIDHAMKUMAR DIPAKBHAI NAIK,Male,17,96,75,Maths,81,61.4,Art,Sports Skills,Mathematics,Teaching,No,Software Developer
SEJAL,Male,17,89,87,Maths,131,53.9,Discipline,Music,Sports Skills,Patient Care,No,No suitable match
TANISHQ SOOD,Female,20,78,76,Maths,93,97.3,Leadership,Logical Thinking,Programming,Problem Solving,Yes,Software Developer
VINAY KAUSHIK,Male,18,98,96,Maths,120,82.6,Empathy,Subject Knowledge,Patient Care,Data Analysis,Yes,No suitable match
MAYANK YADAV,Female,17,70,89,Commerce,85,87.4,Painting,Subject Knowledge,Programming,Programming,Yes,Software Developer
PRIYAM JISILLA MARANDI,Male,20,90,85,Maths,124,77.0,Sports Skills,Sports Skills,Classroom Management,Sculpting,Yes,Teacher/Educator
SAHIL,Female,17,80,96,Biology,123,57.0,Data Analysis,Problem Solving,Painting,Mathematics,No,Scientist/Researcher
PARAS KRISHAN,Male,18,89,89,Biology,105,67.3,Sports Skills,Problem Solving,Painting,Teaching,No,Scientist/Researcher
MAYANK VERMA,Female,18,76,89,Arts,129,90.8,Menu Planning,Programming,Photography,Problem Solving,Yes,No suitable match
SHIVANSH CHANDEL,Female,18,96,82,Biology,120,62.0,Drawing,Attention to Detail,Subject Knowledge,Attention to Detail,No,Teacher/Educator
Arti,Female,17,77,80,Biology,130,61.8,Coding,Cooking,Menu Planning,Programming,No,No suitable match
SHRISTY KAPISMAY,Female,19,86,93,Maths,93,81.3,Logical Thinking,Programming,Food Presentation,Medical Knowledge,Yes,Software Developer
Nishtha Lahane,Female,17,79,96,Biology,123,68.4,Sculpting,Drawing,Medical Knowledge,Critical Thinking,No,Doctor
GUR SIMRAN KAUR,Male,19,75,77,Biology,105,78.7,Programming,Sports Skills,Creativity,Mathematics,No,No suitable match
AMEEN GILL,Female,18,81,96,Arts,114,70.9,Baking,Public Speaking,Attention to Detail,Patient Care,No,No suitable match
SANCHIT SHARMA,Female,20,96,78,Arts,96,67.8,Sports Skills,Critical Thinking,Mathematics,Patient Care,No,No suitable match
Sanskar Shaw,Female,19,89,90,Arts,137,70.5,Public Speaking,Leadership,Creativity,Art,No,Teacher/Educator
SAMIR ALAM,Female,18,80,97,Commerce,107,84.0,Mathematics,Public Speaking,Programming,Programming,Yes,Software Developer
MAANIK SHARMA,Male,18,90,77,Maths,85,58.7,Creativity,Menu Planning,Attention to Detail,Analytical Skills,No,No suitable match
SHIVALIKA,Male,19,72,86,Arts,106,98.9,Leadership,Research,Cooking,Classroom Management,Yes,Teacher/Educator
ANCHAL VERMA,Female,20,74,98,Biology,99,61.5,Critical Thinking,Logical Thinking,Sports Skills,Menu Planning,No,Scientist/Researcher
NOVDEEP DUTTA,Female,18,97,94,Arts,95,77.9,Data Analysis,Leadership,Critical Thinking,Curriculum Development,Yes,Teacher/Educator
VIRAJ KAUSHIK,Female,19,99,86,Maths,100,81.6,Medical Knowledge,Coding,Medical Knowledge,Painting,Yes,Software Developer
TUSHAR SINGH BHATI,Female,20,83,92,Biology,103,65.3,Analytical Skills,Programming,Determination,Subject Knowledge,No,Scientist/Researcher
MUSKAN ARORA ,Female,20,70,97,Biology,113,69.4,Programming,Sculpting,Food Presentation,Physical Fitness,No,No suitable match
ISHIKA,Male,18,91,99,Biology,138,65.1,Problem Solving,Cooking,Public Speaking,Data Analysis,No,Scientist/Researcher
KANISH JAIN,Female,17,73,84,Maths,113,68.1,Analytical Skills,Public Speaking,Sports Skills,Food Presentation,No,Scientist/Researcher
SWETA KUMARI TIWARI,Female,17,80,82,Biology,121,63.3,Patient Care,Art,Painting,Mathematics,No,Scientist/Researcher
SIMRATPAL KAUR ,Female,18,77,89,Maths,89,97.4,Endurance,Programming,Determination,Analytical Skills,Yes,No suitable match
CHHODON LAMO,Male,20,87,77,Commerce,123,72.4,Art,Classroom Management,Menu Planning,Menu Planning,No,Teacher/Educator
AKASHDEEP SINGH,Female,18,87,88,Arts,125,91.4,Empathy,Menu Planning,Physical Fitness,Baking,Yes,Chef
AMIT SINGH,Female,19,81,98,Maths,86,72.8,Problem Solving,Public Speaking,Problem Solving,Programming,No,Software Developer
Ria potan,Male,17,82,96,Arts,111,72.5,Team Management,Subject Knowledge,Leadership,Problem Solving,No,Teacher/Educator
SUKHCHAIN SINGH,Male,19,79,75,Arts,95,94.4,Attention to Detail,Determination,Public Speaking,Attention to Detail,Yes,Teacher/Educator
SNEHPREET KAUR,Female,18,90,85,Arts,130,80.2,Teaching,Endurance,Medical Knowledge,Music,Yes,Artist
BARKHA SARIN,Male,18,90,90,Arts,140,73.3,Photography,Empathy,Logical Thinking,Patient Care,No,No suitable match
Bhaskar Verma,Male,20,99,87,Arts,128,64.0,Photography,Determination,Cooking,Photography,No,Artist
PIYUSH PANDEY,Female,20,95,96,Maths,93,83.8,Analytical Skills,Data Analysis,Medical Knowledge,Drawing,Yes,Scientist/Researcher
BONGILE MATHUTHU,Female,20,72,89,Maths,111,53.1,Critical Thinking,Data Analysis,Painting,Leadership,No,Scientist/Researcher
Harleen Kaur,Female,19,91,86,Commerce,131,72.0,Sculpting,Subject Knowledge,Coding,Mathematics,No,Software Developer
Shradha Mishra,Female,20,70,95,Commerce,82,60.5,Medical Knowledge,Food Presentation,Discipline,Patient Care,No,No suitable match
KUSHAGRI,Female,18,79,93,Maths,97,80.7,Team Management,Coding,Public Speaking,Endurance,Yes,Software Developer
JAY PRAJAPATI,Female,20,96,95,Maths,109,86.0,Data Analysis,Baking,Logical Thinking,Cooking,Yes,Scientist/Researcher
AMAN CHANDEL,Male,17,99,88,Maths,140,72.3,Attention to Detail,Empathy,Attention to Detail,Logical Thinking,No,Doctor
PRIYAM JISILLA MARANDI,Male,20,90,85,Maths,124,77.0,Sports Skills,Sports Skills,Classroom Management,Sculpting,Yes,Teacher/Educator
AMANPREET SINGH,Male,19,96,93,Biology,87,54.5,Public Speaking,Art,Logical Thinking,Music,No,No suitable match
GURJINDER SINGH,Female,17,97,76,Biology,131,76.4,Public Speaking,Discipline,Endurance,Music,No,Athlete
MANISH KHEMANI,Female,17,87,82,Arts,87,67.2,Classroom Management,Sculpting,Curriculum Development,Critical Thinking,No,Teacher/Educator
ANSHUMAN SHARMA,Female,17,98,93,Commerce,85,79.8,Food Presentation,Discipline,Baking,Programming,Yes,No suitable match
JASKARAN SINGH BHATIA,Female,19,74,95,Arts,104,77.4,Patient Care,Empathy,Programming,Attention to Detail,No,No suitable match
RAHUL VERMA ,Male,18,91,75,Maths,98,71.4,Data Analysis,Programming,Medical Knowledge,Problem Solving,No,Software Developer
SHAKSHI HOODA,Male,20,75,75,Biology,81,93.7,Mathematics,Attention to Detail,Baking,Public Speaking,Yes,No suitable match
MAYANK PUNCHI,Female,17,87,89,Commerce,112,94.4,Music,Baking,Problem Solving,Logical Thinking,Yes,Software Developer
ISHITA GARG,Female,17,76,98,Biology,132,80.4,Curriculum Development,Data Analysis,Discipline,Teaching,Yes,Teacher/Educator
MOHAN BERA,Male,17,88,91,Maths,92,75.7,Data Analysis,Coding,Research,Endurance,No,Scientist/Researcher
SIMRAN,Male,18,93,97,Maths,89,93.1,Research,Problem Solving,Drawing,Curriculum Development,Yes,Scientist/Researcher
ADITYA DAHIYA,Female,18,78,77,Arts,106,52.5,Drawing,Team Management,Physical Fitness,Discipline,No,No suitable match
HARPREET KAUR,Female,19,82,95,Arts,120,60.7,Painting,Teaching,Sculpting,Music,No,Artist
RIYA SHARMA,Female,18,74,96,Commerce,94,83.4,Empathy,Determination,Medical Knowledge,Programming,Yes,Doctor
Sristhi pawar,Male,20,99,99,Maths,94,51.1,Curriculum Development,Subject Knowledge,Team Management,Critical Thinking,No,Teacher/Educator
PALAK,Female,19,94,99,Maths,93,78.6,Coding,Painting,Discipline,Food Presentation,Yes,Software Developer
ADITYA AMIT VERMA,Female,19,95,92,Commerce,91,62.9,Programming,Medical Knowledge,Food Presentation,Attention to Detail,No,No suitable match
GURNIWAZ SINGH,Male,20,90,91,Maths,92,79.1,Sports Skills,Analytical Skills,Classroom Management,Art,Yes,Scientist/Researcher
RIDDHI GOEL,Male,20,77,91,Commerce,84,62.8,Sports Skills,Critical Thinking,Medical Knowledge,Classroom Management,No,No suitable match
SHREYA SINGH,Female,20,79,91,Maths,137,60.7,Public Speaking,Analytical Skills,Menu Planning,Attention to Detail,No,No suitable match
JUI ROY,Female,19,86,82,Arts,125,50.5,Painting,Critical Thinking,Empathy,Music,No,Artist
DEEPANKAR SHARMA,Female,19,81,81,Maths,107,53.9,Sculpting,Art,Endurance,Analytical Skills,No,No suitable match
Avinash kumar,Male,19,87,86,Arts,136,83.8,Patient Care,Drawing,Patient Care,Research,Yes,Artist
Sharon,Female,20,75,99,Arts,123,81.0,Attention to Detail,Sculpting,Leadership,Public Speaking,Yes,Teacher/Educator
BHUVANAGIRI MOUNISH,Male,20,73,83,Biology,92,89.6,Patient Care,Sculpting,Curriculum Development,Programming,Yes,Teacher/Educator
Meenakshi  Devi,Male,17,93,87,Commerce,93,57.0,Analytical Skills,Music,Empathy,Sports Skills,No,Chef
AMEL MATHEW,Male,18,92,94,Maths,125,51.8,Mathematics,Sculpting,Data Analysis,Subject Knowledge,No,Scientist/Researcher
MUZEEB UR REHMAN,Female,17,71,96,Arts,132,99.8,Attention to Detail,Baking,Endurance,Teaching,Yes,No suitable match
Tanish Duggal,Male,20,79,86,Commerce,86,82.9,Team Management,Data Analysis,Data Analysis,Coding,Yes,Software Developer
MUSKAN,Male,19,80,95,Maths,87,92.7,Painting,Endurance,Analytical Skills,Discipline,Yes,No suitable match
AKSHAY KUMAR,Female,20,91,75,Commerce,111,85.6,Empathy,Research,Menu Planning,Physical Fitness,Yes,No suitable match
NEHA BHANDARI,Female,18,98,83,Arts,137,94.9,Problem Solving,Programming,Medical Knowledge,Physical Fitness,Yes,No suitable match
MOHD UVAISH,Female,17,72,87,Commerce,113,79.8,Photography,Problem Solving,Physical Fitness,Team Management,Yes,Software Developer
SHUBHAM KUMAR,Female,17,70,92,Commerce,90,76.2,Leadership,Medical Knowledge,Subject Knowledge,Photography,No,Teacher/Educator
HARDEEP SINGH,Male,19,73,75,Maths,121,58.2,Baking,Menu Planning,Mathematics,Sculpting,No,Chef
SNEHPREET KAUR,Female,17,90,85,Arts,130,80.2,Teaching,Endurance,Medical Knowledge,Music,Yes,Artist
ASHIS KUMAR PATEL,Male,17,97,99,Arts,107,69.9,Analytical Skills,Sculpting,Creativity,Analytical Skills,No,Artist
NIDHI CHAUHAN,Female,20,82,81,Arts,95,98.5,Data Analysis,Menu Planning,Determination,Empathy,Yes,No suitable match
YATIN GULATI,Male,17,86,81,Biology,134,61.0,Research,Medical Knowledge,Research,Mathematics,No,Scientist/Researcher
ABHITEJ ,Female,17,91,91,Biology,97,65.6,Programming,Research,Determination,Creativity,No,Scientist/Researcher
APURVA SINGH,Male,17,76,98,Maths,83,85.8,Endurance,Curriculum Development,Sculpting,Food Presentation,Yes,Teacher/Educator
SUSHMA,Male,19,82,84,Biology,121,65.5,Cooking,Photography,Empathy,Public Speaking,No,Teacher/Educator
HARSHIT ,Male,19,97,81,Arts,136,84.6,Music,Problem Solving,Attention to Detail,Art,Yes,Artist
HARMAN,Male,20,88,92,Arts,107,72.9,Empathy,Photography,Teaching,Subject Knowledge,No,Teacher/Educator
DHAMAN BHARAT,Female,17,86,79,Maths,88,88.4,Determination,Attention to Detail,Discipline,Programming,Yes,No suitable match
AMANPREET SINGH,Male,19,96,93,Biology,87,54.5,Public Speaking,Art,Logical Thinking,Music,No,Software Developer
NISHTHA SHARMA,Male,19,80,97,Commerce,131,59.2,Public Speaking,Coding,Critical Thinking,Menu Planning,No,Software Developer
Yash Poriya,Female,20,77,79,Arts,92,61.5,Discipline,Problem Solving,Drawing,Food Presentation,No,Artist
KSHITIJ SAHAJPAL,Male,18,70,88,Biology,120,74.0,Curriculum Development,Sculpting,Subject Knowledge,Subject Knowledge,No,Teacher/Educator
YASH LOBRA ,Male,17,75,94,Maths,124,59.8,Research,Data Analysis,Determination,Public Speaking,No,Scientist/Researcher
Aaradhya Maheshwari,Male,19,73,80,Commerce,138,81.1,Problem Solving,Food Presentation,Baking,Coding,Yes,Software Developer
GAYATRI KUMARI,Male,20,93,81,Maths,135,85.9,Public Speaking,Menu Planning,Classroom Management,Photography,Yes,Teacher/Educator
ZUBAIR ALI,Female,20,89,95,Commerce,94,95.7,Teaching,Baking,Physical Fitness,Sculpting,Yes,Teacher/Educator
PASSANG LHAMU GURUNG,Male,20,90,83,Arts,91,56.2,Sculpting,Baking,Data Analysis,Music,No,Artist
PALLAVI SHARMA,Male,19,77,84,Maths,131,82.1,Classroom Management,Critical Thinking,Coding,Curriculum Development,Yes,Teacher/Educator
RISI VERMA,Male,17,90,96,Maths,98,95.1,Coding,Coding,Research,Research,Yes,Software Developer
AMAN KUMAR,Male,18,72,99,Arts,112,89.7,Creativity,Subject Knowledge,Endurance,Baking,Yes,No suitable match
SHAFIA RAHMAN,Male,17,71,96,Biology,113,78.6,Cooking,Discipline,Subject Knowledge,Endurance,Yes,No suitable match
SAKSHAM BHATIA,Male,20,70,79,Biology,80,63.2,Sports Skills,Problem Solving,Programming,Cooking,No,No suitable match
ABHISHEK SINGH,Female,20,99,91,Arts,81,94.5,Determination,Menu Planning,Empathy,Mathematics,Yes,No suitable match
SAMRIDDHI SINGH,Female,18,92,98,Biology,118,51.7,Sports Skills,Patient Care,Discipline,Baking,No,No suitable match
ANUSHKA ,Female,17,86,79,Maths,87,95.2,Music,Creativity,Sports Skills,Public Speaking,Yes,Teacher/Educator
AKHILESH RUHELA,Female,20,91,83,Biology,139,94.6,Critical Thinking,Public Speaking,Baking,Art,Yes,Teacher/Educator
TARANDEEP KAUR,Male,20,95,87,Commerce,90,89.9,Sports Skills,Critical Thinking,Empathy,Teaching,Yes,No suitable match
NAMAN BASSI,Male,17,97,91,Biology,121,66.4,Team Management,Food Presentation,Music,Subject Knowledge,No,Teacher/Educator
PRIYANKA ,Male,20,79,77,Maths,84,60.0,Analytical Skills,Critical Thinking,Sports Skills,Teaching,No,Scientist/Researcher
URVASHI ARORA,Male,17,71,95,Biology,101,50.6,Sculpting,Subject Knowledge,Problem Solving,Subject Knowledge,No,Scientist/Researcher
SIMRAN ,Male,20,80,84,Maths,94,75.8,Determination,Sculpting,Empathy,Team Management,No,Software Developer
HARNEET SINGH BHATIA,Male,17,83,91,Arts,99,76.3,Photography,Public Speaking,Physical Fitness,Empathy,No,Artist
ABHINAV RAJ,Female,18,78,86,Maths,117,92.1,Baking,Creativity,Critical Thinking,Music,Yes,No suitable match
HARDIK SHARMA,Male,20,94,86,Commerce,126,84.8,Medical Knowledge,Food Presentation,Attention to Detail,Patient Care,Yes,No suitable match
Nitu Sharma,Female,18,86,84,Arts,119,96.0,Food Presentation,Endurance,Public Speaking,Painting,Yes,Artist
AYUSH YADAV,Male,20,85,91,Maths,110,64.2,Sculpting,Teaching,Medical Knowledge,Baking,No,Teacher/Educator
HARSHARAN SINGH,Male,20,98,92,Commerce,118,99.1,Creativity,Problem Solving,Subject Knowledge,Empathy,Yes,Teacher/Educator
ARPIT THAKUR,Female,19,86,82,Arts,88,69.8,Data Analysis,Team Management,Discipline,Curriculum Development,No,Teacher/Educator
Shivangi Kalia,Male,17,88,85,Maths,91,86.1,Subject Knowledge,Medical Knowledge,Sculpting,Discipline,Yes,Teacher/Educator
SUKHJOT SINGH,Female,18,92,96,Commerce,137,65.2,Photography,Leadership,Music,Baking,No,Athlete
MANISHA KAISTHA,Male,18,90,84,Maths,88,68.2,Research,Curriculum Development,Empathy,Music,No,Scientist/Researcher
DEVIKA N,Female,18,88,94,Commerce,116,72.4,Art,Baking,Classroom Management,Problem Solving,No,Software Developer
PRACHI SINGH,Male,17,74,94,Biology,133,87.6,Leadership,Sculpting,Photography,Endurance,Yes,No suitable match
BRYAN YONESTA SITUMORANG,Female,19,85,93,Maths,95,77.3,Drawing,Medical Knowledge,Critical Thinking,Empathy,Yes,Teacher/Educator
SAURAV SINGH,Female,18,85,86,Maths,104,83.9,Painting,Physical Fitness,Sculpting,Drawing,Yes,Artist
VAKAS KUMAR SINGH,Male,17,87,90,Commerce,121,74.4,Music,Medical Knowledge,Drawing,Research,No,No suitable match
ARSHDEEP SINGH KAINTH,Male,20,70,91,Biology,87,98.9,Attention to Detail,Critical Thinking,Music,Discipline,Yes,Doctor
ARSHPREET SINGH,Male,18,93,82,Biology,84,99.4,Leadership,Empathy,Logical Thinking,Patient Care,Yes,Doctor
ANEESH ARORA,Female,18,74,93,Maths,115,84.7,Food Presentation,Baking,Empathy,Team Management,Yes,No suitable match
RAJNEESH CHOHAN,Male,19,84,89,Biology,96,83.7,Determination,Sculpting,Mathematics,Sports Skills,Yes,No suitable match
MANVI AHUJA,Female,18,85,89,Maths,92,93.8,Critical Thinking,Creativity,Subject Knowledge,Art,Yes,Teacher/Educator
VINIT,Male,18,99,91,Arts,122,94.3,Baking,Classroom Management,Medical Knowledge,Public Speaking,Yes,Teacher/Educator
PRIYANKA ,Male,20,79,77,Maths,84,60.0,Analytical Skills,Critical Thinking,Sports Skills,Teaching,No,Scientist/Researcher
VINEET ARORA,Female,17,95,98,Arts,112,61.3,Medical Knowledge,Teaching,Programming,Food Presentation,No,Teacher/Educator
RAJ VISHAW BANDHU ATTRI,Male,17,71,99,Maths,121,62.4,Cooking,Leadership,Problem Solving,Photography,No,Software Developer
Shaker yousuf,Male,19,96,97,Maths,97,83.2,Patient Care,Research,Public Speaking,Drawing,Yes,Scientist/Researcher
HARSHIT MANHAS,Female,20,85,91,Arts,140,87.2,Data Analysis,Baking,Patient Care,Sculpting,Yes,Artist
Bitophen Chakraborty,Male,17,85,86,Maths,107,90.4,Public Speaking,Creativity,Leadership,Coding,Yes,Teacher/Educator
ADITYA GOGIA,Male,20,89,84,Arts,93,74.1,Patient Care,Data Analysis,Data Analysis,Coding,No,No suitable match
ABHISHEK S NAIR,Female,17,85,98,Maths,92,67.2,Subject Knowledge,Logical Thinking,Art,Discipline,No,Software Developer
MAHIMA GHOSH,Male,20,75,87,Commerce,138,87.5,Problem Solving,Problem Solving,Mathematics,Classroom Management,Yes,Software Developer
DEBSATYAM DEY,Female,19,94,77,Biology,118,89.0,Attention to Detail,Analytical Skills,Discipline,Sculpting,Yes,Scientist/Researcher
HARMAN PREET KAUR,Male,18,99,91,Biology,92,68.2,Leadership,Photography,Food Presentation,Menu Planning,No,Software Developer
Manisha Pattnaik,Female,19,73,98,Arts,80,89.1,Subject Knowledge,Critical Thinking,Public Speaking,Photography,Yes,Teacher/Educator
SIDHARTHA GHOSHAL,Female,17,73,90,Maths,137,76.4,Curriculum Development,Leadership,Music,Painting,No,Teacher/Educator
KARAN SHORY,Female,19,94,77,Maths,92,71.3,Physical Fitness,Photography,Public Speaking,Logical Thinking,No,Software Developer
Rahul Yadav,Female,18,77,84,Biology,137,74.4,Patient Care,Drawing,Food Presentation,Menu Planning,No,Teacher/Educator
ROHIT RAI,Male,19,94,85,Biology,84,77.5,Empathy,Curriculum Development,Teaching,Determination,Yes,Teacher/Educator
SUVIDHA JAIN,Male,17,77,78,Biology,121,88.8,Discipline,Determination,Critical Thinking,Baking,Yes,No suitable match
ADITYA GARG,Male,17,87,79,Commerce,107,81.0,Attention to Detail,Art,Medical Knowledge,Curriculum Development,Yes,No suitable match
ASHUTOSH THAKUR,Female,19,71,95,Arts,109,54.0,Curriculum Development,Public Speaking,Subject Knowledge,Sports Skills,No,Teacher/Educator
VANSHIKA BATRA,Male,18,99,78,Commerce,109,68.9,Art,Art,Empathy,Endurance,No,No suitable match
Ankit Roy,Female,19,84,90,Biology,136,63.9,Music,Medical Knowledge,Baking,Leadership,No,Teacher/Educator
SHASHANK SHEKHAR BHARDWAJ,Female,18,83,83,Maths,109,88.0,Food Presentation,Determination,Sculpting,Empathy,Yes,Doctor
KARTIK SUDHERA,Female,20,70,75,Maths,122,77.5,Programming,Medical Knowledge,Discipline,Data Analysis,No,Software Developer
SHRUTI SHARMA,Female,18,81,99,Biology,130,70.0,Problem Solving,Coding,Cooking,Problem Solving,No,No suitable match
HARSH RAMAN,Male,20,79,99,Maths,140,52.9,Sports Skills,Sports Skills,Drawing,Problem Solving,No,Software Developer
GYANESHWAR SINGH,Male,19,86,83,Biology,103,50.7,Logical Thinking,Leadership,Subject Knowledge,Sculpting,No,Teacher/Educator
RAHUL,Female,18,76,98,Maths,138,85.6,Data Analysis,Team Management,Curriculum Development,Public Speaking,Yes,Teacher/Educator
GUR SIMRAN KAUR,Male,20,75,77,Biology,105,78.7,Programming,Sports Skills,Creativity,Mathematics,No,Doctor
KUSHAGRA KAKKAR,Male,20,87,87,Maths,94,94.6,Logical Thinking,Sculpting,Cooking,Painting,Yes,No suitable match
DEEKSHA SHARMA,Male,20,78,96,Arts,80,77.8,Music,Coding,Baking,Leadership,Yes,Artist
SIMRAN ,Male,17,80,84,Maths,94,75.8,Determination,Sculpting,Empathy,Team Management,No,Software Developer
SHREYA PATYAL,Female,19,92,86,Maths,136,98.8,Cooking,Determination,Leadership,Public Speaking,Yes,Teacher/Educator
PRERANA GHOSH,Male,20,75,77,Biology,134,74.7,Teaching,Teaching,Drawing,Data Analysis,No,Scientist/Researcher
Ajay Kumar,Female,18,89,78,Commerce,120,81.0,Research,Subject Knowledge,Art,Logical Thinking,Yes,Artist
DEEPAK,Female,20,78,81,Maths,96,87.9,Drawing,Team Management,Subject Knowledge,Teaching,Yes,Teacher/Educator
SYED MUSADDIQ ANDRABI,Female,17,94,99,Arts,129,88.1,Problem Solving,Music,Leadership,Discipline,Yes,Artist
RINITA DAS,Male,19,81,96,Commerce,140,61.4,Logical Thinking,Team Management,Creativity,Analytical Skills,No,Software Developer
ABHISHEK KUMAI ,Female,17,81,83,Biology,100,88.8,Endurance,Cooking,Logical Thinking,Photography,Yes,Scientist/Researcher
AADITYA,Female,17,92,96,Biology,137,65.0,Empathy,Empathy,Art,Logical Thinking,No,Scientist/Researcher
TUSHAR VERMA,Female,17,94,81,Maths,93,85.7,Physical Fitness,Painting,Logical Thinking,Patient Care,Yes,Software Developer
Himanshu rai,Male,18,72,84,Biology,83,50.2,Classroom Management,Menu Planning,Classroom Management,Logical Thinking,No,Scientist/Researcher
SHAHEEN KAUR,Male,19,83,91,Commerce,137,56.8,Analytical Skills,Determination,Attention to Detail,Medical Knowledge,No,Scientist/Researcher
DILPREET SINGH,Female,19,76,90,Commerce,96,65.6,Subject Knowledge,Photography,Menu Planning,Drawing,No,No suitable match
HIMANSHU,Male,18,96,78,Commerce,112,74.2,Determination,Mathematics,Photography,Team Management,No,Software Developer
KAPIL DEV SINGH,Male,19,84,85,Maths,132,68.7,Food Presentation,Leadership,Empathy,Subject Knowledge,No,Teacher/Educator
SIMRANPREET KAUR SIDHU,Male,17,75,81,Commerce,101,85.6,Data Analysis,Team Management,Data Analysis,Classroom Management,Yes,Software Developer
SAPNA,Female,19,75,83,Arts,108,77.2,Photography,Team Management,Determination,Mathematics,No,No suitable match
LAVANYA GOYAL,Male,18,93,77,Maths,124,51.9,Endurance,Data Analysis,Photography,Logical Thinking,No,Scientist/Researcher
JUI ROY,Female,17,86,82,Arts,125,50.5,Painting,Critical Thinking,Empathy,Music,No,Artist
Shruti Dutta,Male,18,94,78,Commerce,126,86.4,Sculpting,Logical Thinking,Determination,Empathy,Yes,Software Developer
